a0 0e 01 65 85 b2 80 02 46 15 ad d7 f4 a9
a0 0e 02 65 85 b2 80 06 43 1f 9c 29 a7 a9
a0 0e 03 65 85 b2 80 0c 46 06 aa 00 d1 a9
a0 0e 01 65 85 c0 90 02 43 25 2b 85 9d a9
a0 0e 02 65 85 c0 90 06 44 ed 26 14 45 a9
a0 0e 03 65 85 c0 90 0c 43 31 9c 29 70 a9
a0 0e 01 65 85 ce a0 02 45 ae 8f 48 cd a9
a0 0e 02 65 85 ce a0 06 42 ed f5 c3 ab a9
a0 0e 03 65 85 ce a0 0c 44 95 c3 d7 18 a9
a0 0e 01 65 85 dc b0 02 45 be f4 cd b5 a9
a0 0e 02 65 85 dc b0 06 44 bd 5f ae 66 a9
a0 0e 03 65 85 dc b0 0c 45 7a b0 f6 08 a9
a0 0e 01 65 85 ea c0 02 44 01 04 7b 97 a9
a0 0e 02 65 85 ea c0 06 42 cc b3 33 62 a9
a0 0e 03 65 85 ea c0 0c 43 14 99 9a c5 a9
a0 0e 01 65 85 f8 d0 02 43 c1 3c 29 d4 a9
a0 0e 02 65 85 f8 d0 06 41 86 cc cd d8 a9
a0 0e 03 65 85 f8 d0 0c 45 b8 53 ec f5 a9
a0 0e 01 65 86 06 e0 02 41 48 28 f6 77 a9
a0 0e 02 65 86 06 e0 06 45 62 9e e1 f3 a9
a0 0e 03 65 86 06 e0 0c 43 1b c2 8f 63 a9
a0 0e 01 65 86 14 f0 02 45 ac 27 33 b5 a9
a0 0e 02 65 86 14 f0 06 41 8f eb 85 bb a9
a0 0e 03 65 86 14 f0 0c 43 31 ae 14 be a9
a0 0e 01 65 86 23 00 02 43 46 97 0a b7 a9
a0 0e 02 65 86 23 00 06 45 2d 5b d7 38 a9
a0 0e 03 65 86 23 00 0c 45 4b 72 3d 96 a9
a0 0e 01 65 86 31 10 02 46 83 01 33 c6 a9
a0 0e 02 65 86 31 10 06 45 60 15 71 93 a9
a0 0e 03 65 86 31 10 0c 42 e4 5c 29 0c a9
a0 0e 01 65 86 3f 20 02 43 5b 14 7b 78 a9
a0 0e 02 65 86 3f 20 06 41 55 70 a4 f6 a9
a0 0e 03 65 86 3f 20 0c 46 09 d3 48 2f a9
a0 0e 01 65 86 4d 30 02 45 fa 6e 29 b1 a9
a0 0e 02 65 86 4d 30 06 45 84 28 f6 9b a9
a0 0e 03 65 86 4d 30 0c 43 40 4c cd df a9
a0 0e 01 65 86 5b 40 02 41 84 cc cd 0b a9
a0 0e 02 65 86 5b 40 06 42 dd e6 66 f9 a9
a0 0e 03 65 86 5b 40 0c 45 92 64 cd 55 a9
a0 0e 01 65 86 69 50 02 3f 80 00 00 8c a9
a0 0e 02 65 86 69 50 06 45 f0 4f 9a 28 a9
a0 0e 03 65 86 69 50 0c 43 36 02 8f 35 a9
a0 0e 01 65 86 77 60 02 43 97 21 48 ea a9
a0 0e 02 65 86 77 60 06 45 ae 3f 0a ec a9
a0 0e 03 65 86 77 60 0c 44 9d 5f 5c 85 a9
a0 0e 01 65 86 85 70 02 46 00 61 00 68 a9
a0 0e 02 65 86 85 70 06 41 09 1e b8 ea a9
a0 0e 03 65 86 85 70 0c 45 5f 75 c3 27 a9
a0 0e 01 65 86 93 80 02 43 4a ab 85 34 a9
a0 0e 02 65 86 93 80 06 43 10 cf 5c 6e a9
a0 0e 03 65 86 93 80 0c 45 10 cd c3 00 a9
a0 0e 01 65 86 a1 90 02 43 84 c7 ae 97 a9
a0 0e 02 65 86 a1 90 06 41 93 0a 3d b3 a9
a0 0e 03 65 86 a1 90 0c 45 6e e6 e1 4d a9
a0 0e 01 65 86 af a0 02 46 0b af 66 4f a9
a0 0e 02 65 86 af a0 06 42 ea 23 d7 8a a9
a0 0e 03 65 86 af a0 0c 45 ef 9f 71 65 a9
a0 0e 01 65 86 bd b0 02 46 69 db 33 da a9
a0 0e 02 65 86 bd b0 06 45 76 29 c3 eb a9
a0 0e 03 65 86 bd b0 0c 43 25 2e 14 e1 a9
a0 0e 01 65 86 cb c0 02 43 bd aa 3d 92 a9
a0 0e 02 65 86 cb c0 06 41 00 f5 c3 7b a9
a0 0e 03 65 86 cb c0 0c 45 39 7a 3d 38 a9
a0 0e 01 65 86 d9 d0 02 44 6d 09 9a 07 a9
a0 0e 02 65 86 d9 d0 06 40 7b 85 1f f7 a9
a0 0e 03 65 86 d9 d0 0c 46 0a ec 0a 09 a9
a0 0e 01 65 86 e7 e0 02 43 29 28 f6 b3 a9
a0 0e 02 65 86 e7 e0 06 41 8d ae 14 a8 a9
a0 0e 03 65 86 e7 e0 0c 43 4a 9e b8 4e a9
a0 0e 01 65 86 f5 f0 02 43 12 51 ec 8d a9
a0 0e 02 65 86 f5 f0 06 40 b1 47 ae 34 a9
a0 0e 03 65 86 f5 f0 0c 46 16 1c 9a 01 a9
a0 0e 01 65 87 04 00 02 43 1c 8f 5c b5 a9
a0 0e 02 65 87 04 00 06 46 00 05 0a a5 a9
a0 0e 03 65 87 04 00 0c 45 1f d2 8f 2e a9
a0 0e 01 65 87 12 10 02 45 6e 2b d7 2c a9
a0 0e 02 65 87 12 10 06 44 c2 68 a4 ca a9
a0 0e 03 65 87 12 10 0c 43 9c c1 48 ed a9
a0 0e 01 65 87 20 20 02 40 7c cc cd 6e a9
a0 0e 02 65 87 20 20 06 45 62 de 3d fc a9
a0 0e 03 65 87 20 20 0c 44 9b d5 71 92 a9
a0 0e 01 65 87 2e 30 02 44 9f 9f ae 75 a9
a0 0e 02 65 87 2e 30 06 41 85 33 33 74 a9
a0 0e 03 65 87 2e 30 0c 46 13 2f 0a 07 a9
a0 0e 01 65 87 3c 40 02 43 1e 02 8f 95 a9
a0 0e 02 65 87 3c 40 06 45 8f 14 3d 5d a9
a0 0e 03 65 87 3c 40 0c 46 0f 15 ec 25 a9
a0 0e 01 65 87 4a 50 02 45 f6 12 f6 26 a9
a0 0e 02 65 87 4a 50 06 45 8e e2 8f 20 a9
a0 0e 03 65 87 4a 50 0c 44 40 26 66 4d a9
a0 0e 01 65 87 58 60 02 41 37 ae 14 11 a9
a0 0e 02 65 87 58 60 06 45 50 8f 85 9d a9
a0 0e 03 65 87 58 60 0c 45 d7 4f 71 63 a9
a0 0e 01 65 87 66 70 02 40 fb 85 1f 4e a9
a0 0e 02 65 87 66 70 06 43 2b ca 3d b3 a9
a0 0e 03 65 87 66 70 0c 46 12 ec 9a 43 a9
a0 0e 01 65 87 74 80 02 40 b9 47 ae 21 a9
a0 0e 02 65 87 74 80 06 43 28 19 9a ec a9
a0 0e 03 65 87 74 80 0c 44 0e a7 ae 5c a9
a0 0e 01 65 87 82 90 02 42 d2 70 a4 c9 a9
a0 0e 02 65 87 82 90 06 45 80 e6 66 db a9
a0 0e 03 65 87 82 90 0c 43 3a 73 33 c2 a9
a0 0e 01 65 87 90 a0 02 43 62 70 a4 1a a9
a0 0e 02 65 87 90 a0 06 41 2a 66 66 97 a9
a0 0e 03 65 87 90 a0 0c 46 01 c6 8f 2b a9
a0 0e 01 65 87 9e b0 02 41 3e 14 7b a7 a9
a0 0e 02 65 87 9e b0 06 45 6c aa b8 9d a9
a0 0e 03 65 87 9e b0 0c 45 6f d0 f6 2f a9
